Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,HeartRate
WATCH,1642571176994,1642571176995,4,1642571176995,-0.001,0.002,0.004,-0.000,0.005,-0.003,71
WATCH,1642571177004,1642571177005,4,1642571177005,0.003,0.005,0.000,0.000,0.007,-0.004,71
WATCH,1642571177015,1642571177016,4,1642571177016,0.000,0.002,0.001,0.001,0.006,0.001,71
WATCH,1642571177024,1642571177025,4,1642571177025,0.002,-0.002,-0.001,0.002,0.005,0.002,71
WATCH,1642571177034,1642571177035,4,1642571177035,0.002,0.001,0.001,0.001,0.003,0.000,71
WATCH,1642571177045,1642571177046,4,1642571177046,-0.000,0.004,-0.002,0.001,0.003,0.001,71
WATCH,1642571177054,1642571177055,4,1642571177055,0.004,0.002,-0.002,0.002,0.001,-0.001,71
WATCH,1642571177064,1642571177065,4,1642571177065,0.003,-0.001,0.000,0.002,0.001,-0.003,71
WATCH,1642571177074,1642571177075,4,1642571177075,0.001,-0.000,-0.002,0.002,-0.001,-0.005,71
WATCH,1642571177084,1642571177085,4,1642571177085,0.004,-0.003,-0.001,0.003,-0.002,-0.005,71
WATCH,1642571177094,1642571177095,4,1642571177095,0.000,-0.003,-0.002,0.002,-0.005,-0.002,71
WATCH,1642571177104,1642571177105,4,1642571177105,0.005,0.002,0.001,0.001,-0.003,0.002,71
WATCH,1642571177114,1642571177115,4,1642571177115,-0.002,0.002,-0.002,-0.002,-0.002,0.001,71
WATCH,1642571177124,1642571177125,4,1642571177125,-0.001,-0.006,-0.002,-0.002,0.003,-0.003,71
WATCH,1642571177134,1642571177135,4,1642571177135,-0.005,0.002,-0.000,-0.004,0.002,-0.002,71
WATCH,1642571177144,1642571177145,4,1642571177145,0.001,0.002,0.001,-0.003,0.005,-0.002,71
WATCH,1642571177154,1642571177155,4,1642571177155,0.003,0.002,0.000,-0.004,0.002,-0.004,71
WATCH,1642571177164,1642571177165,4,1642571177165,0.002,0.005,0.001,-0.003,0.004,-0.001,71
WATCH,1642571177174,1642571177175,4,1642571177175,0.000,0.001,-0.001,-0.002,0.004,0.001,71
WATCH,1642571177183,1642571177184,4,1642571177184,0.001,0.003,-0.001,-0.000,0.006,-0.001,71
WATCH,1642571177193,1642571177194,4,1642571177194,0.002,0.001,-0.005,0.001,0.007,-0.001,71
WATCH,1642571177203,1642571177204,4,1642571177204,0.007,0.003,-0.001,0.001,0.008,-0.000,71
WATCH,1642571177213,1642571177214,4,1642571177214,0.000,0.001,-0.001,0.003,0.008,-0.001,71
WATCH,1642571177223,1642571177224,4,1642571177224,-0.003,0.000,-0.004,0.002,0.006,-0.001,71
WATCH,1642571177233,1642571177234,4,1642571177234,-0.005,-0.008,0.001,0.003,0.006,0.014,71
WATCH,1642571177243,1642571177244,4,1642571177244,0.003,0.007,-0.001,0.002,0.006,-0.011,71
WATCH,1642571177253,1642571177254,4,1642571177254,0.003,0.002,0.001,0.002,0.005,-0.005,71
WATCH,1642571177263,1642571177264,4,1642571177264,-0.002,-0.003,-0.001,0.002,0.008,-0.002,71
WATCH,1642571177273,1642571177274,4,1642571177274,0.003,-0.001,0.003,0.000,0.010,-0.002,71
WATCH,1642571177283,1642571177284,4,1642571177284,-0.001,-0.003,-0.002,0.000,0.009,0.003,71
WATCH,1642571177293,1642571177294,4,1642571177294,0.004,0.001,0.001,0.001,0.007,-0.002,71
WATCH,1642571177303,1642571177304,4,1642571177304,-0.002,0.002,0.000,0.002,0.004,-0.002,71
